"StichtagDatJahr","StatZoneSort","StatZoneLang","QuarSort","QuarLang","KreisSort","HerkunftSort","KonOGDSort","KonOGDKurz","AnzBestWir"
2013,6110,"Weinbergstrasse",61,"Unterstrass",6,1,2,"RK",273
2013,6110,"Weinbergstrasse",61,"Unterstrass",6,1,4,"andere Konf.",383
2013,6110,"Weinbergstrasse",61,"Unterstrass",6,2,1,"EV-REF",62
2013,6110,"Weinbergstrasse",61,"Unterstrass",6,2,2,"RK",146
2013,6110,"Weinbergstrasse",61,"Unterstrass",6,2,4,"andere Konf.",269
2013,6111,"Krone",61,"Unterstrass",6,1,1,"EV-REF",441
2013,6111,"Krone",61,"Unterstrass",6,1,2,"RK",399
2013,6111,"Krone",61,"Unterstrass",6,1,4,"andere Konf.",671
2013,6111,"Krone",61,"Unterstrass",6,2,1,"EV-REF",83
2013,6111,"Krone",61,"Unterstrass",6,2,2,"RK",191
2013,6111,"Krone",61,"Unterstrass",6,2,4,"andere Konf.",442
2013,6112,"Drahtschmidli",61,"Unterstrass",6,1,1,"EV-REF",305
2013,6112,"Drahtschmidli",61,"Unterstrass",6,1,2,"RK",228
2013,6112,"Drahtschmidli",61,"Unterstrass",6,1,4,"andere Konf.",294
2013,6112,"Drahtschmidli",61,"Unterstrass",6,2,1,"EV-REF",27
2013,6112,"Drahtschmidli",61,"Unterstrass",6,2,2,"RK",91
2013,6112,"Drahtschmidli",61,"Unterstrass",6,2,4,"andere Konf.",237
2013,6113,"Beckenhof",61,"Unterstrass",6,1,1,"EV-REF",266
2013,6113,"Beckenhof",61,"Unterstrass",6,1,2,"RK",303
2013,6113,"Beckenhof",61,"Unterstrass",6,1,4,"andere Konf.",386
2013,6113,"Beckenhof",61,"Unterstrass",6,2,1,"EV-REF",81
2013,6113,"Beckenhof",61,"Unterstrass",6,2,2,"RK",172
2013,6113,"Beckenhof",61,"Unterstrass",6,2,4,"andere Konf.",460
2013,6301,"Strickhof",63,"Oberstrass",6,1,1,"EV-REF",97
2013,6301,"Strickhof",63,"Oberstrass",6,1,2,"RK",67
2013,6301,"Strickhof",63,"Oberstrass",6,1,4,"andere Konf.",100
2013,6301,"Strickhof",63,"Oberstrass",6,2,1,"EV-REF",12
2013,6301,"Strickhof",63,"Oberstrass",6,2,2,"RK",21
2013,6301,"Strickhof",63,"Oberstrass",6,2,4,"andere Konf.",46
2013,6302,"Letzistrasse",63,"Oberstrass",6,1,1,"EV-REF",563
2013,6302,"Letzistrasse",63,"Oberstrass",6,1,2,"RK",404
2013,6302,"Letzistrasse",63,"Oberstrass",6,1,4,"andere Konf.",451
2013,6302,"Letzistrasse",63,"Oberstrass",6,2,1,"EV-REF",52
2013,6302,"Letzistrasse",63,"Oberstrass",6,2,2,"RK",108
2013,6302,"Letzistrasse",63,"Oberstrass",6,2,4,"andere Konf.",224
2013,6303,"Riedtli",63,"Oberstrass",6,1,1,"EV-REF",394
2013,6303,"Riedtli",63,"Oberstrass",6,1,2,"RK",367
2013,6303,"Riedtli",63,"Oberstrass",6,1,4,"andere Konf.",646
2013,6303,"Riedtli",63,"Oberstrass",6,2,1,"EV-REF",50
2013,6303,"Riedtli",63,"Oberstrass",6,2,2,"RK",97
2013,6303,"Riedtli",63,"Oberstrass",6,2,4,"andere Konf.",202
2013,6304,"Culmannstrasse",63,"Oberstrass",6,1,1,"EV-REF",515
2013,6304,"Culmannstrasse",63,"Oberstrass",6,1,2,"RK",403
2013,6304,"Culmannstrasse",63,"Oberstrass",6,1,4,"andere Konf.",596
2013,6304,"Culmannstrasse",63,"Oberstrass",6,2,1,"EV-REF",97
2013,6304,"Culmannstrasse",63,"Oberstrass",6,2,2,"RK",227
2013,6304,"Culmannstrasse",63,"Oberstrass",6,2,4,"andere Konf.",517
2013,6305,"Bolleystrasse",63,"Oberstrass",6,1,1,"EV-REF",321
2013,6305,"Bolleystrasse",63,"Oberstrass",6,1,2,"RK",250
2013,6305,"Bolleystrasse",63,"Oberstrass",6,1,4,"andere Konf.",353
2013,6305,"Bolleystrasse",63,"Oberstrass",6,2,1,"EV-REF",72
2013,6305,"Bolleystrasse",63,"Oberstrass",6,2,2,"RK",168
2013,6305,"Bolleystrasse",63,"Oberstrass",6,2,4,"andere Konf.",283
2013,6306,"Rigiviertel",63,"Oberstrass",6,1,1,"EV-REF",525
2013,6306,"Rigiviertel",63,"Oberstrass",6,1,2,"RK",332
2013,6306,"Rigiviertel",63,"Oberstrass",6,1,4,"andere Konf.",502
2013,6306,"Rigiviertel",63,"Oberstrass",6,2,1,"EV-REF",97
2013,6306,"Rigiviertel",63,"Oberstrass",6,2,2,"RK",194
2013,6306,"Rigiviertel",63,"Oberstrass",6,2,4,"andere Konf.",368
2013,6307,"Rigiblick",63,"Oberstrass",6,1,1,"EV-REF",161
2013,6307,"Rigiblick",63,"Oberstrass",6,1,2,"RK",121
2013,6307,"Rigiblick",63,"Oberstrass",6,1,4,"andere Konf.",172
2013,6307,"Rigiblick",63,"Oberstrass",6,2,1,"EV-REF",42
2013,6307,"Rigiblick",63,"Oberstrass",6,2,2,"RK",73
2013,6307,"Rigiblick",63,"Oberstrass",6,2,4,"andere Konf.",162
2013,7101,"Susenberg",71,"Fluntern",7,1,1,"EV-REF",401
2013,7101,"Susenberg",71,"Fluntern",7,1,2,"RK",317
2013,7101,"Susenberg",71,"Fluntern",7,1,4,"andere Konf.",424
2013,7101,"Susenberg",71,"Fluntern",7,2,1,"EV-REF",76
2013,7101,"Susenberg",71,"Fluntern",7,2,2,"RK",157
2013,7101,"Susenberg",71,"Fluntern",7,2,4,"andere Konf.",336
2013,7102,"Keltenstrasse",71,"Fluntern",7,1,1,"EV-REF",248
2013,7102,"Keltenstrasse",71,"Fluntern",7,1,2,"RK",210
2013,7102,"Keltenstrasse",71,"Fluntern",7,1,4,"andere Konf.",263
2013,7102,"Keltenstrasse",71,"Fluntern",7,2,1,"EV-REF",39
2013,7102,"Keltenstrasse",71,"Fluntern",7,2,2,"RK",76
2013,7102,"Keltenstrasse",71,"Fluntern",7,2,4,"andere Konf.",145
2013,7103,"Toblerstrasse",71,"Fluntern",7,1,1,"EV-REF",446
2013,7103,"Toblerstrasse",71,"Fluntern",7,1,2,"RK",341
2013,7103,"Toblerstrasse",71,"Fluntern",7,1,4,"andere Konf.",597
2013,7103,"Toblerstrasse",71,"Fluntern",7,2,1,"EV-REF",65
2013,7103,"Toblerstrasse",71,"Fluntern",7,2,2,"RK",172
2013,7103,"Toblerstrasse",71,"Fluntern",7,2,4,"andere Konf.",375
2013,7104,"Hochstrasse",71,"Fluntern",7,1,1,"EV-REF",376
2013,7104,"Hochstrasse",71,"Fluntern",7,1,2,"RK",236
2013,7104,"Hochstrasse",71,"Fluntern",7,1,4,"andere Konf.",324
2013,7104,"Hochstrasse",71,"Fluntern",7,2,1,"EV-REF",51
2013,7104,"Hochstrasse",71,"Fluntern",7,2,2,"RK",88
2013,7104,"Hochstrasse",71,"Fluntern",7,2,4,"andere Konf.",193
2013,7105,"Platte",71,"Fluntern",7,1,1,"EV-REF",399
2013,7105,"Platte",71,"Fluntern",7,1,2,"RK",223
2013,7105,"Platte",71,"Fluntern",7,1,4,"andere Konf.",375
2013,7105,"Platte",71,"Fluntern",7,2,1,"EV-REF",71
2013,7105,"Platte",71,"Fluntern",7,2,2,"RK",189
2013,7105,"Platte",71,"Fluntern",7,2,4,"andere Konf.",331
2013,7106,"Zoo",71,"Fluntern",7,1,1,"EV-REF",111
2013,7106,"Zoo",71,"Fluntern",7,1,2,"RK",52
2013,7106,"Zoo",71,"Fluntern",7,1,4,"andere Konf.",80
2013,7106,"Zoo",71,"Fluntern",7,2,1,"EV-REF",8
2013,7106,"Zoo",71,"Fluntern",7,2,2,"RK",26
2013,7106,"Zoo",71,"Fluntern",7,2,4,"andere Konf.",35
2013,7201,"Dolder",72,"Hottingen",7,1,1,"EV-REF",27
2013,7201,"Dolder",72,"Hottingen",7,1,2,"RK",21
2013,7201,"Dolder",72,"Hottingen",7,1,4,"andere Konf.",73
2013,7201,"Dolder",72,"Hottingen",7,2,1,"EV-REF",14
2013,7201,"Dolder",72,"Hottingen",7,2,2,"RK",41
2013,7201,"Dolder",72,"Hottingen",7,2,4,"andere Konf.",45
2013,7202,"Sonnenberg",72,"Hottingen",7,1,1,"EV-REF",205
2013,7202,"Sonnenberg",72,"Hottingen",7,1,2,"RK",118
2013,7202,"Sonnenberg",72,"Hottingen",7,1,4,"andere Konf.",227
2013,7202,"Sonnenberg",72,"Hottingen",7,2,1,"EV-REF",29
2013,7202,"Sonnenberg",72,"Hottingen",7,2,2,"RK",79
2013,7202,"Sonnenberg",72,"Hottingen",7,2,4,"andere Konf.",119
2013,7203,"Doldertal",72,"Hottingen",7,1,1,"EV-REF",257
2013,7203,"Doldertal",72,"Hottingen",7,1,2,"RK",170
2013,7203,"Doldertal",72,"Hottingen",7,1,4,"andere Konf.",299
2013,7203,"Doldertal",72,"Hottingen",7,2,1,"EV-REF",45
2013,7203,"Doldertal",72,"Hottingen",7,2,2,"RK",114
2013,7203,"Doldertal",72,"Hottingen",7,2,4,"andere Konf.",242
2013,7204,"Kantonsschule",72,"Hottingen",7,1,1,"EV-REF",659
2013,7204,"Kantonsschule",72,"Hottingen",7,1,2,"RK",455
2013,7204,"Kantonsschule",72,"Hottingen",7,1,4,"andere Konf.",767
2013,7204,"Kantonsschule",72,"Hottingen",7,2,1,"EV-REF",94
2013,7204,"Kantonsschule",72,"Hottingen",7,2,2,"RK",181
2013,7204,"Kantonsschule",72,"Hottingen",7,2,4,"andere Konf.",386
2013,7205,"Merkurplatz",72,"Hottingen",7,1,1,"EV-REF",668
2013,7205,"Merkurplatz",72,"Hottingen",7,1,2,"RK",409
2013,7205,"Merkurplatz",72,"Hottingen",7,1,4,"andere Konf.",659
2013,7205,"Merkurplatz",72,"Hottingen",7,2,1,"EV-REF",90
2013,7205,"Merkurplatz",72,"Hottingen",7,2,2,"RK",203
2013,7205,"Merkurplatz",72,"Hottingen",7,2,4,"andere Konf.",377
2013,7206,"Carmenstrasse",72,"Hottingen",7,1,1,"EV-REF",304
2013,7206,"Carmenstrasse",72,"Hottingen",7,1,2,"RK",228
2013,7206,"Carmenstrasse",72,"Hottingen",7,1,4,"andere Konf.",349
2013,7206,"Carmenstrasse",72,"Hottingen",7,2,1,"EV-REF",59
2013,7206,"Carmenstrasse",72,"Hottingen",7,2,2,"RK",113
2013,7206,"Carmenstrasse",72,"Hottingen",7,2,4,"andere Konf.",247
2013,7207,"Eidmattstrasse",72,"Hottingen",7,1,1,"EV-REF",578
2013,7207,"Eidmattstrasse",72,"Hottingen",7,1,2,"RK",396
2013,7207,"Eidmattstrasse",72,"Hottingen",7,1,4,"andere Konf.",687
2013,7207,"Eidmattstrasse",72,"Hottingen",7,2,1,"EV-REF",65
2013,7207,"Eidmattstrasse",72,"Hottingen",7,2,2,"RK",195
2013,7207,"Eidmattstrasse",72,"Hottingen",7,2,4,"andere Konf.",414
2013,7301,"Degenried",73,"Hirslanden",7,1,1,"EV-REF",350
2013,7301,"Degenried",73,"Hirslanden",7,1,2,"RK",224
2013,7301,"Degenried",73,"Hirslanden",7,1,4,"andere Konf.",399
2013,7301,"Degenried",73,"Hirslanden",7,2,1,"EV-REF",63
2013,7301,"Degenried",73,"Hirslanden",7,2,2,"RK",101
2013,7301,"Degenried",73,"Hirslanden",7,2,4,"andere Konf.",232
2013,7302,"Klus",73,"Hirslanden",7,1,1,"EV-REF",697
2013,7302,"Klus",73,"Hirslanden",7,1,2,"RK",466
2013,7302,"Klus",73,"Hirslanden",7,1,4,"andere Konf.",658
2013,7302,"Klus",73,"Hirslanden",7,2,1,"EV-REF",79
2013,7302,"Klus",73,"Hirslanden",7,2,2,"RK",177
2013,7302,"Klus",73,"Hirslanden",7,2,4,"andere Konf.",360
2013,7303,"Hegibach",73,"Hirslanden",7,1,1,"EV-REF",959
2013,7303,"Hegibach",73,"Hirslanden",7,1,2,"RK",652
2013,7303,"Hegibach",73,"Hirslanden",7,1,4,"andere Konf.",974
2013,7303,"Hegibach",73,"Hirslanden",7,2,1,"EV-REF",97
2013,7303,"Hegibach",73,"Hirslanden",7,2,2,"RK",290
2013,7303,"Hegibach",73,"Hirslanden",7,2,4,"andere Konf.",507
2013,7401,"Buchzelgstrasse",74,"Witikon",7,1,1,"EV-REF",726
2013,7401,"Buchzelgstrasse",74,"Witikon",7,1,2,"RK",561
2013,7401,"Buchzelgstrasse",74,"Witikon",7,1,4,"andere Konf.",631
2013,7401,"Buchzelgstrasse",74,"Witikon",7,2,1,"EV-REF",75
2013,7401,"Buchzelgstrasse",74,"Witikon",7,2,2,"RK",164
2013,7401,"Buchzelgstrasse",74,"Witikon",7,2,4,"andere Konf.",381
2013,7402,"Carl Spitteler-Strasse",74,"Witikon",7,1,1,"EV-REF",657
2013,7402,"Carl Spitteler-Strasse",74,"Witikon",7,1,2,"RK",369
2013,7402,"Carl Spitteler-Strasse",74,"Witikon",7,1,4,"andere Konf.",518
2013,7402,"Carl Spitteler-Strasse",74,"Witikon",7,2,1,"EV-REF",61
2013,7402,"Carl Spitteler-Strasse",74,"Witikon",7,2,2,"RK",131
2013,7402,"Carl Spitteler-Strasse",74,"Witikon",7,2,4,"andere Konf.",253
2013,7403,"Eierbrecht",74,"Witikon",7,1,1,"EV-REF",527
2013,7403,"Eierbrecht",74,"Witikon",7,1,2,"RK",327
2013,7403,"Eierbrecht",74,"Witikon",7,1,4,"andere Konf.",432
2013,7403,"Eierbrecht",74,"Witikon",7,2,1,"EV-REF",54
2013,7403,"Eierbrecht",74,"Witikon",7,2,2,"RK",106
2013,7403,"Eierbrecht",74,"Witikon",7,2,4,"andere Konf.",162
2013,7404,"Loorenstrasse",74,"Witikon",7,1,1,"EV-REF",194
2013,7404,"Loorenstrasse",74,"Witikon",7,1,2,"RK",131
2013,7404,"Loorenstrasse",74,"Witikon",7,1,4,"andere Konf.",144
2013,7404,"Loorenstrasse",74,"Witikon",7,2,1,"EV-REF",13
2013,7404,"Loorenstrasse",74,"Witikon",7,2,2,"RK",37
2013,7404,"Loorenstrasse",74,"Witikon",7,2,4,"andere Konf.",163
2013,7405,"Glockenacker",74,"Witikon",7,1,1,"EV-REF",227
2013,7405,"Glockenacker",74,"Witikon",7,1,2,"RK",208
2013,7405,"Glockenacker",74,"Witikon",7,1,4,"andere Konf.",219
2013,7405,"Glockenacker",74,"Witikon",7,2,1,"EV-REF",24
2013,7405,"Glockenacker",74,"Witikon",7,2,2,"RK",86
2013,7405,"Glockenacker",74,"Witikon",7,2,4,"andere Konf.",164
2013,7406,"Kienastenwies",74,"Witikon",7,1,1,"EV-REF",414
2013,7406,"Kienastenwies",74,"Witikon",7,1,2,"RK",268
2013,7406,"Kienastenwies",74,"Witikon",7,1,4,"andere Konf.",349
2013,7406,"Kienastenwies",74,"Witikon",7,2,1,"EV-REF",46
2013,7406,"Kienastenwies",74,"Witikon",7,2,2,"RK",84
2013,7406,"Kienastenwies",74,"Witikon",7,2,4,"andere Konf.",198
2013,7407,"Wiesliacher",74,"Witikon",7,1,1,"EV-REF",406
2013,7407,"Wiesliacher",74,"Witikon",7,1,2,"RK",234
2013,7407,"Wiesliacher",74,"Witikon",7,1,4,"andere Konf.",311
2013,7407,"Wiesliacher",74,"Witikon",7,2,1,"EV-REF",25
2013,7407,"Wiesliacher",74,"Witikon",7,2,2,"RK",58
2013,7407,"Wiesliacher",74,"Witikon",7,2,4,"andere Konf.",129
2013,8101,"Seebad Utoquai",81,"Seefeld",8,1,1,"EV-REF",215
2013,8101,"Seebad Utoquai",81,"Seefeld",8,1,2,"RK",218
2013,8101,"Seebad Utoquai",81,"Seefeld",8,1,4,"andere Konf.",314
2013,8101,"Seebad Utoquai",81,"Seefeld",8,2,1,"EV-REF",47
2013,8101,"Seebad Utoquai",81,"Seefeld",8,2,2,"RK",139
2013,8101,"Seebad Utoquai",81,"Seefeld",8,2,4,"andere Konf.",294
2013,8102,"Bellerive",81,"Seefeld",8,1,1,"EV-REF",446
2013,8102,"Bellerive",81,"Seefeld",8,1,2,"RK",361
2013,8102,"Bellerive",81,"Seefeld",8,1,4,"andere Konf.",513
2013,8102,"Bellerive",81,"Seefeld",8,2,1,"EV-REF",73
2013,8102,"Bellerive",81,"Seefeld",8,2,2,"RK",170
2013,8102,"Bellerive",81,"Seefeld",8,2,4,"andere Konf.",476
2013,8103,"Tiefenbrunnen",81,"Seefeld",8,1,1,"EV-REF",347
2013,8103,"Tiefenbrunnen",81,"Seefeld",8,1,2,"RK",292
2013,8103,"Tiefenbrunnen",81,"Seefeld",8,1,4,"andere Konf.",474
2013,8103,"Tiefenbrunnen",81,"Seefeld",8,2,1,"EV-REF",56
2013,8103,"Tiefenbrunnen",81,"Seefeld",8,2,2,"RK",181
2013,8103,"Tiefenbrunnen",81,"Seefeld",8,2,4,"andere Konf.",362
2013,8201,"Kreuzstrasse",82,"Mühlebach",8,1,1,"EV-REF",415
2013,8201,"Kreuzstrasse",82,"Mühlebach",8,1,2,"RK",330
2013,8201,"Kreuzstrasse",82,"Mühlebach",8,1,4,"andere Konf.",488
2013,8201,"Kreuzstrasse",82,"Mühlebach",8,2,1,"EV-REF",74
2013,8201,"Kreuzstrasse",82,"Mühlebach",8,2,2,"RK",217
2013,8201,"Kreuzstrasse",82,"Mühlebach",8,2,4,"andere Konf.",546
2013,8202,"Gemeinschaftszentrum",82,"Mühlebach",8,1,1,"EV-REF",210
2013,8202,"Gemeinschaftszentrum",82,"Mühlebach",8,1,2,"RK",161
2013,8202,"Gemeinschaftszentrum",82,"Mühlebach",8,1,4,"andere Konf.",242
2013,8202,"Gemeinschaftszentrum",82,"Mühlebach",8,2,1,"EV-REF",38
2013,8202,"Gemeinschaftszentrum",82,"Mühlebach",8,2,2,"RK",103
2013,8202,"Gemeinschaftszentrum",82,"Mühlebach",8,2,4,"andere Konf.",194
2013,8203,"Wildbachstrasse",82,"Mühlebach",8,1,1,"EV-REF",467
2013,8203,"Wildbachstrasse",82,"Mühlebach",8,1,2,"RK",361
2013,8203,"Wildbachstrasse",82,"Mühlebach",8,1,4,"andere Konf.",569
2013,8203,"Wildbachstrasse",82,"Mühlebach",8,2,1,"EV-REF",59
2013,8203,"Wildbachstrasse",82,"Mühlebach",8,2,2,"RK",139
2013,8203,"Wildbachstrasse",82,"Mühlebach",8,2,4,"andere Konf.",289
2013,8204,"Mühle",82,"Mühlebach",8,1,1,"EV-REF",240
2013,8204,"Mühle",82,"Mühlebach",8,1,2,"RK",189
2013,8204,"Mühle",82,"Mühlebach",8,1,4,"andere Konf.",325
2013,8204,"Mühle",82,"Mühlebach",8,2,1,"EV-REF",30
2013,8204,"Mühle",82,"Mühlebach",8,2,2,"RK",67
2013,8204,"Mühle",82,"Mühlebach",8,2,4,"andere Konf.",159
2013,8301,"Neumünster",83,"Weinegg",8,1,1,"EV-REF",157
2013,8301,"Neumünster",83,"Weinegg",8,1,2,"RK",116
2013,8301,"Neumünster",83,"Weinegg",8,1,4,"andere Konf.",138
2013,8301,"Neumünster",83,"Weinegg",8,2,1,"EV-REF",11
2013,8301,"Neumünster",83,"Weinegg",8,2,2,"RK",58
2013,8301,"Neumünster",83,"Weinegg",8,2,4,"andere Konf.",113
2013,8302,"Botanischer Garten",83,"Weinegg",8,1,1,"EV-REF",144
2013,8302,"Botanischer Garten",83,"Weinegg",8,1,2,"RK",108
2013,8302,"Botanischer Garten",83,"Weinegg",8,1,4,"andere Konf.",217
2013,8302,"Botanischer Garten",83,"Weinegg",8,2,1,"EV-REF",25
2013,8302,"Botanischer Garten",83,"Weinegg",8,2,2,"RK",52
2013,8302,"Botanischer Garten",83,"Weinegg",8,2,4,"andere Konf.",101
2013,8303,"Burghölzli",83,"Weinegg",8,1,1,"EV-REF",424
2013,8303,"Burghölzli",83,"Weinegg",8,1,2,"RK",338
2013,8303,"Burghölzli",83,"Weinegg",8,1,4,"andere Konf.",518
2013,8303,"Burghölzli",83,"Weinegg",8,2,1,"EV-REF",51
2013,8303,"Burghölzli",83,"Weinegg",8,2,2,"RK",155
2013,8303,"Burghölzli",83,"Weinegg",8,2,4,"andere Konf.",307
2013,8304,"Rehalp",83,"Weinegg",8,1,1,"EV-REF",452
2013,8304,"Rehalp",83,"Weinegg",8,1,2,"RK",384
2013,8304,"Rehalp",83,"Weinegg",8,1,4,"andere Konf.",504
2013,8304,"Rehalp",83,"Weinegg",8,2,1,"EV-REF",51
2013,8304,"Rehalp",83,"Weinegg",8,2,2,"RK",208
2013,8304,"Rehalp",83,"Weinegg",8,2,4,"andere Konf.",390
2013,9101,"Brünneliacker",91,"Albisrieden",9,1,1,"EV-REF",281
2013,9101,"Brünneliacker",91,"Albisrieden",9,1,2,"RK",338
2013,9101,"Brünneliacker",91,"Albisrieden",9,1,4,"andere Konf.",278
2013,9101,"Brünneliacker",91,"Albisrieden",9,2,1,"EV-REF",24
2013,9101,"Brünneliacker",91,"Albisrieden",9,2,2,"RK",80
2013,9101,"Brünneliacker",91,"Albisrieden",9,2,4,"andere Konf.",112
2013,9102,"In den Rütenen",91,"Albisrieden",9,1,1,"EV-REF",481
2013,9102,"In den Rütenen",91,"Albisrieden",9,1,2,"RK",409
2013,9102,"In den Rütenen",91,"Albisrieden",9,1,4,"andere Konf.",631
2013,9102,"In den Rütenen",91,"Albisrieden",9,2,1,"EV-REF",31
2013,9102,"In den Rütenen",91,"Albisrieden",9,2,2,"RK",204
2013,9102,"In den Rütenen",91,"Albisrieden",9,2,4,"andere Konf.",225
2013,9103,"Bockhornstrasse",91,"Albisrieden",9,1,1,"EV-REF",385
2013,9103,"Bockhornstrasse",91,"Albisrieden",9,1,2,"RK",299
2013,9103,"Bockhornstrasse",91,"Albisrieden",9,1,4,"andere Konf.",352
2013,9103,"Bockhornstrasse",91,"Albisrieden",9,2,1,"EV-REF",20
2013,9103,"Bockhornstrasse",91,"Albisrieden",9,2,2,"RK",95
2013,9103,"Bockhornstrasse",91,"Albisrieden",9,2,4,"andere Konf.",143
2013,9104,"Zollfreilager",91,"Albisrieden",9,1,1,"EV-REF",766
2013,9104,"Zollfreilager",91,"Albisrieden",9,1,2,"RK",721
2013,9104,"Zollfreilager",91,"Albisrieden",9,1,4,"andere Konf.",736
2013,9104,"Zollfreilager",91,"Albisrieden",9,2,1,"EV-REF",39
2013,9104,"Zollfreilager",91,"Albisrieden",9,2,2,"RK",219
2013,9104,"Zollfreilager",91,"Albisrieden",9,2,4,"andere Konf.",297
2013,9105,"In der Ey",91,"Albisrieden",9,1,1,"EV-REF",791
2013,9105,"In der Ey",91,"Albisrieden",9,1,2,"RK",682
2013,9105,"In der Ey",91,"Albisrieden",9,1,4,"andere Konf.",909
2013,9105,"In der Ey",91,"Albisrieden",9,2,1,"EV-REF",71
2013,9105,"In der Ey",91,"Albisrieden",9,2,2,"RK",376
2013,9105,"In der Ey",91,"Albisrieden",9,2,4,"andere Konf.",478
2013,9106,"Mühlezelgstrasse",91,"Albisrieden",9,1,1,"EV-REF",436
2013,9106,"Mühlezelgstrasse",91,"Albisrieden",9,1,2,"RK",456
2013,9106,"Mühlezelgstrasse",91,"Albisrieden",9,1,4,"andere Konf.",487
2013,9106,"Mühlezelgstrasse",91,"Albisrieden",9,2,1,"EV-REF",32
2013,9106,"Mühlezelgstrasse",91,"Albisrieden",9,2,2,"RK",174
2013,9106,"Mühlezelgstrasse",91,"Albisrieden",9,2,4,"andere Konf.",290
2013,9107,"Letzigraben",91,"Albisrieden",9,1,1,"EV-REF",308
2013,9107,"Letzigraben",91,"Albisrieden",9,1,2,"RK",302
2013,9107,"Letzigraben",91,"Albisrieden",9,1,4,"andere Konf.",520
2013,9107,"Letzigraben",91,"Albisrieden",9,2,1,"EV-REF",38
2013,9107,"Letzigraben",91,"Albisrieden",9,2,2,"RK",155
2013,9107,"Letzigraben",91,"Albisrieden",9,2,4,"andere Konf.",303
2013,9108,"Sackzelg",91,"Albisrieden",9,1,1,"EV-REF",264
2013,9108,"Sackzelg",91,"Albisrieden",9,1,2,"RK",242
2013,9108,"Sackzelg",91,"Albisrieden",9,1,4,"andere Konf.",244
2013,9108,"Sackzelg",91,"Albisrieden",9,2,1,"EV-REF",14
2013,9108,"Sackzelg",91,"Albisrieden",9,2,2,"RK",93
2013,9108,"Sackzelg",91,"Albisrieden",9,2,4,"andere Konf.",70
2013,9109,"Espenhof",91,"Albisrieden",9,1,1,"EV-REF",931
2013,9109,"Espenhof",91,"Albisrieden",9,1,2,"RK",889
2013,9109,"Espenhof",91,"Albisrieden",9,1,4,"andere Konf.",1106
2013,9109,"Espenhof",91,"Albisrieden",9,2,1,"EV-REF",86
2013,9109,"Espenhof",91,"Albisrieden",9,2,2,"RK",532
2013,9109,"Espenhof",91,"Albisrieden",9,2,4,"andere Konf.",701
2013,9201,"Dunkelhölzli",92,"Altstetten",9,1,1,"EV-REF",798
2013,9201,"Dunkelhölzli",92,"Altstetten",9,1,2,"RK",712
2013,9201,"Dunkelhölzli",92,"Altstetten",9,1,4,"andere Konf.",647
2013,9201,"Dunkelhölzli",92,"Altstetten",9,2,1,"EV-REF",28
2013,9201,"Dunkelhölzli",92,"Altstetten",9,2,2,"RK",253
2013,9201,"Dunkelhölzli",92,"Altstetten",9,2,4,"andere Konf.",279
2013,9202,"Loogarten",92,"Altstetten",9,1,1,"EV-REF",448
2013,9202,"Loogarten",92,"Altstetten",9,1,2,"RK",516
2013,9202,"Loogarten",92,"Altstetten",9,1,4,"andere Konf.",752
2013,9202,"Loogarten",92,"Altstetten",9,2,1,"EV-REF",47
2013,9202,"Loogarten",92,"Altstetten",9,2,2,"RK",370
2013,9202,"Loogarten",92,"Altstetten",9,2,4,"andere Konf.",453
2013,9203,"Eichbühl",92,"Altstetten",9,1,1,"EV-REF",397
2013,9203,"Eichbühl",92,"Altstetten",9,1,2,"RK",443
2013,9203,"Eichbühl",92,"Altstetten",9,1,4,"andere Konf.",615
2013,9203,"Eichbühl",92,"Altstetten",9,2,1,"EV-REF",47
2013,9203,"Eichbühl",92,"Altstetten",9,2,2,"RK",250
2013,9203,"Eichbühl",92,"Altstetten",9,2,4,"andere Konf.",333
2013,9204,"Buchlern",92,"Altstetten",9,1,1,"EV-REF",665
2013,9204,"Buchlern",92,"Altstetten",9,1,2,"RK",600
2013,9204,"Buchlern",92,"Altstetten",9,1,4,"andere Konf.",737
2013,9204,"Buchlern",92,"Altstetten",9,2,1,"EV-REF",44
2013,9204,"Buchlern",92,"Altstetten",9,2,2,"RK",310
2013,9204,"Buchlern",92,"Altstetten",9,2,4,"andere Konf.",374
2013,9205,"Dachslern",92,"Altstetten",9,1,1,"EV-REF",548
2013,9205,"Dachslern",92,"Altstetten",9,1,2,"RK",471
2013,9205,"Dachslern",92,"Altstetten",9,1,4,"andere Konf.",595
2013,9205,"Dachslern",92,"Altstetten",9,2,1,"EV-REF",61
2013,9205,"Dachslern",92,"Altstetten",9,2,2,"RK",321
2013,9205,"Dachslern",92,"Altstetten",9,2,4,"andere Konf.",480
2013,9206,"Bachmatt",92,"Altstetten",9,1,1,"EV-REF",348
2013,9206,"Bachmatt",92,"Altstetten",9,1,2,"RK",410
2013,9206,"Bachmatt",92,"Altstetten",9,1,4,"andere Konf.",823
2013,9206,"Bachmatt",92,"Altstetten",9,2,1,"EV-REF",60
2013,9206,"Bachmatt",92,"Altstetten",9,2,2,"RK",432
2013,9206,"Bachmatt",92,"Altstetten",9,2,4,"andere Konf.",654
2013,9207,"Werdhölzli",92,"Altstetten",9,1,1,"EV-REF",149
2013,9207,"Werdhölzli",92,"Altstetten",9,1,2,"RK",125
2013,9207,"Werdhölzli",92,"Altstetten",9,1,4,"andere Konf.",283
